;Druckmessgerät;Durchflussmesser;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;Zylinder, doppeltwirkend;Zylinder, doppeltwirkend
;PSensorIdeal;QSensorIdeal;V1;V2;V4;V3;ADN_VI_1;ADN_VI2
182,5;11,5194074;852,8682247;3,23;3,23;6,46;6,46;68,3507406;0
182,6;15,8697652;550,7188114;3,23;3,23;6,46;6,46;205,4522573;0
182,7;18,5661046;263,5479094;3,23;3,23;6,46;6,46;278,6689929;0
182,8;19,3673384;19,3149801;3,23;3,23;6,46;6,46;287,0631492;0
182,9;19,3778682;6,3044109;3,23;3,23;6,46;6,46;288,9443658;0
183;19,3781589;0,014535;3,23;3,23;6,46;6,46;290,7;0
183,1;19,3783204;0,0132753;3,23;3,23;6,46;6,46;290,7;0
183,2;19,3784819;0,0121125;3,23;3,23;6,46;6,46;290,7;0
183,3;19,3786111;0,0110789;3,23;3,23;6,46;6,46;290,7;0
183,4;19,378708;0,0101099;3,23;3,23;6,46;6,46;290,7;0
183,5;19,3788372;0,0092378;3,23;3,23;6,46;6,46;290,7;0
183,6;19,3789341;0,0084303;3,23;3,23;6,46;6,46;290,7;0
183,7;19,379031;0,0076874;3,23;3,23;6,46;6,46;290,7;0
183,8;19,3790956;0,0070091;3,23;3,23;6,46;6,46;290,7;0
183,9;19,3791925;0,0063954;3,23;3,23;6,46;6,46;290,7;0
184;19,3792571;0,0058463;3,23;3,23;6,46;6,46;290,7;0
184,1;19,3793217;0,0053295;3,23;3,23;6,46;6,46;290,7;0
184,2;19,3793863;0,0048773;3,23;3,23;6,46;6,46;290,7;0
184,3;19,3794509;0,0044574;3,23;3,23;6,46;6,46;290,7;0
184,4;18,3208184;319,9046587;6,46;3,23;3,23;3,23;290,7;105,976946
184,5;19,3054193;95,3096126;6,46;3,23;3,23;3,23;262,6395688;112,1039007
184,6;19,2800315;110,9708167;6,46;3,23;3,23;3,23;215,3256567;117,0907623
184,7;19,26695;118,5069558;6,46;3,23;3,23;3,23;159,0968477;120,994508
184,8;19,2669177;118,4618004;6,46;3,23;3,23;3,23;102,837063;124,1290938
184,9;19,2668531;118,429565;6,46;3,23;3,23;3,23;56,7060415;126,4233951
185;19,3681459;25,1982313;6,46;3,23;3,23;3,23;21,6523373;127,8181091
185,1;19,37354;12,6415417;6,46;3,23;3,23;3,23;15,0917874;129,2
185,2;19,3746059;10,5838379;6,46;3,23;3,23;3,23;9,4872852;129,2
185,3;19,3752519;9,0826308;6,46;3,23;3,23;3,23;4,8015242;129,2
185,4;19,3756718;8,1200585;6,46;3,23;3,23;3,23;0,822358;129,2
185,5;19,3791925;2,7420439;6,46;3,23;3,23;3,23;0;129,2
185,6;19,3792571;0,0034884;6,46;3,23;3,23;3,23;0;129,2
185,7;19,3793217;0,0031977;6,46;3,23;3,23;3,23;0;129,2
185,8;19,3793863;0,002907;6,46;3,23;3,23;3,23;0;129,2
185,9;19,3794509;0,0026486;6,46;3,23;3,23;3,23;0;129,2
186;19,3794832;0,0024225;6,46;3,23;3,23;3,23;0;129,2
186,1;19,3795478;0,0022287;6,46;3,23;3,23;3,23;0;129,2
186,2;19,3795801;0,0020349;6,46;3,23;3,23;3,23;0;129,2
186,3;19,3796124;0,0018411;6,46;3,23;3,23;3,23;0;129,2
186,4;19,3796447;0,0016796;6,46;3,23;3,23;3,23;0;129,2
186,5;19,379677;0,0015504;6,46;3,23;3,23;3,23;0;129,2
186,6;19,3533202;57,4665773;6,46;6,46;3,23;6,46;0;103,6325797
186,7;19,3776421;4,8054971;6,46;6,46;3,23;6,46;0;55,0781861
186,8;19,3786111;2,5799625;6,46;6,46;3,23;6,46;0;6,5238248
186,9;19,3797093;0,8671581;6,46;6,46;3,23;6,46;0;3,1413688
187;19,3797416;0,0004522;6,46;6,46;3,23;6,46;0;0,000323
187,1;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
187,2;19,3797739;0,0003553;6,46;6,46;3,23;6,46;0;0
187,3;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
187,4;19,3798062;0,0002907;6,46;6,46;3,23;6,46;0;0
187,5;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
187,6;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
187,7;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
187,8;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
187,9;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
188;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
188,1;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
188,2;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
188,3;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
188,4;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
188,5;10,4775709;895,5831982;3,23;3,23;3,23;6,46;83,5858108;0
188,6;15,1924988;612,9026422;3,23;3,23;3,23;6,46;212,0142284;0
188,7;18,1603197;318,240595;3,23;3,23;3,23;6,46;277,3616181;0
188,8;19,3691472;19,3075511;3,23;3,23;3,23;6,46;286,1179866;0
188,9;19,377739;6,5189152;3,23;3,23;3,23;6,46;288,4733349;0
189;19,3780943;0,0156655;3,23;3,23;3,23;6,46;290,6856911;0
189,1;19,3782558;0,0143089;3,23;3,23;3,23;6,46;290,7;0
189,2;19,3784173;0,0130492;3,23;3,23;3,23;6,46;290,7;0
189,3;19,3785465;0,0119187;3,23;3,23;3,23;6,46;290,7;0
189,4;19,3786757;0,0108851;3,23;3,23;3,23;6,46;290,7;0
189,5;19,3787726;0,0099484;3,23;3,23;3,23;6,46;290,7;0
189,6;19,3789018;0,0090763;3,23;3,23;3,23;6,46;290,7;0
189,7;19,3789987;0,0083011;3,23;3,23;3,23;6,46;290,7;0
189,8;19,3790633;0,0075582;3,23;3,23;3,23;6,46;290,7;0
189,9;19,3791602;0,0069122;3,23;3,23;3,23;6,46;290,7;0
190;19,3792248;0,0062985;3,23;3,23;3,23;6,46;290,7;0
190,1;19,3792894;0,0057494;3,23;3,23;3,23;6,46;290,7;0
190,2;19,379354;0,0052649;3,23;3,23;3,23;6,46;290,7;0
190,3;19,3794186;0,0048127;3,23;3,23;3,23;6,46;290,7;0
190,4;19,3794509;0,0043928;3,23;3,23;3,23;6,46;290,7;0
190,5;19,3667893;29,9569903;6,46;3,23;6,46;6,46;287,2701922;0
190,6;19,3013495;89,3904115;6,46;3,23;6,46;6,46;247,3002665;0
190,7;19,2678221;118,121746;6,46;3,23;6,46;6,46;193,0966675;0
190,8;19,2676929;118,1358288;6,46;3,23;6,46;6,46;136,8511271;0
190,9;19,2675637;118,134989;6,46;3,23;6,46;6,46;82,0243642;0
191;19,3546445;54,6255016;6,46;3,23;6,46;6,46;28,7946102;0
191,1;19,3688242;23,9497071;6,46;3,23;6,46;6,46;19,6278056;0
191,2;19,3741214;11,8653404;6,46;3,23;6,46;6,46;12,6456761;0
191,3;19,3749612;9,7106397;6,46;3,23;6,46;6,46;7,4599434;0
191,4;19,375478;8,6954184;6,46;3,23;6,46;6,46;3,2667251;0
191,5;19,3791602;5,5533067;6,46;3,23;6,46;6,46;0,9964227;0
191,6;19,3792571;0,0134045;6,46;3,23;6,46;6,46;0,6633774;0
191,7;19,3793217;0,0028747;6,46;3,23;6,46;6,46;0,3303321;0
191,8;19,3793863;0,0026163;6,46;3,23;6,46;6,46;0;0
191,9;19,3794509;0,0023902;6,46;3,23;6,46;6,46;0;0
192;19,3794832;0,0021964;6,46;3,23;6,46;6,46;0;0
192,1;19,3795478;0,0020026;6,46;3,23;6,46;6,46;0;0
192,2;19,3795801;0,0018088;6,46;3,23;6,46;6,46;0;0
192,3;19,3796124;0,0016473;6,46;3,23;6,46;6,46;0;0
192,4;19,3796447;0,0015181;6,46;3,23;6,46;6,46;0;0
192,5;19,0466963;203,1031752;6,46;6,46;3,23;3,23;0;58,0837657
192,6;19,2997991;58,489809;6,46;6,46;3,23;3,23;0;110,6128681
192,7;19,3794186;0,5011022;6,46;6,46;3,23;3,23;0;115,4399416
192,8;19,3794832;0,3988081;6,46;6,46;3,23;3,23;0;119,6134892
192,9;19,3795478;0,3469343;6,46;6,46;3,23;3,23;0;123,1426518
193;19,3795801;0,3111782;6,46;6,46;3,23;3,23;0;126,0777205
193,1;19,3796124;0,2851121;6,46;6,46;3,23;3,23;0;127,9110362
193,2;19,3797739;0,0004522;6,46;6,46;3,23;3,23;0;128,55723
193,3;19,3797739;0,0004199;6,46;6,46;3,23;3,23;0;129,2
193,4;19,3798062;0,0003876;6,46;6,46;3,23;3,23;0;129,2
193,5;19,3798062;0,0003553;6,46;6,46;3,23;3,23;0;129,2
193,6;19,3798385;0,000323;6,46;6,46;3,23;3,23;0;129,2
193,7;19,3798385;0,0002907;6,46;6,46;3,23;3,23;0;129,2
193,8;19,3798708;0,0002584;6,46;6,46;3,23;3,23;0;129,2
193,9;19,3798708;0,0002261;6,46;6,46;3,23;3,23;0;129,2
194;19,3798708;0,0002261;6,46;6,46;3,23;3,23;0;129,2
194,1;19,3799031;0,0001938;6,46;6,46;3,23;3,23;0;129,2
194,2;19,3799031;0,0001938;6,46;6,46;3,23;3,23;0;129,2
194,3;19,3799031;0,0001615;6,46;6,46;3,23;3,23;0;129,2
194,4;11,1918854;873,1883485;3,23;3,23;3,23;6,46;108,1697607;109,7731973
194,5;15,5651116;584,2546094;3,23;3,23;3,23;6,46;218,4935761;22,616137
194,6;18,3394232;297,1500516;3,23;3,23;3,23;6,46;278,1212495;10,4236299
194,7;19,3611368;23,1307083;3,23;3,23;3,23;6,46;286,6340114;2,8312565
194,8;19,377739;7,2226353;3,23;3,23;3,23;6,46;288,7549586;0
194,9;19,3780943;0,0157624;3,23;3,23;3,23;6,46;290,6817828;0
195;19,3782558;0,0143735;3,23;3,23;3,23;6,46;290,7;0
195,1;19,378385;0,0131138;3,23;3,23;3,23;6,46;290,7;0
195,2;19,3785465;0,0119833;3,23;3,23;3,23;6,46;290,7;0
195,3;19,3786757;0,0109497;3,23;3,23;3,23;6,46;290,7;0
195,4;19,3787726;0,0099807;3,23;3,23;3,23;6,46;290,7;0
195,5;19,3789018;0,0091086;3,23;3,23;3,23;6,46;290,7;0
195,6;19,3789987;0,0083334;3,23;3,23;3,23;6,46;290,7;0
195,7;19,3790633;0,0075905;3,23;3,23;3,23;6,46;290,7;0
195,8;19,3791602;0,0069445;3,23;3,23;3,23;6,46;290,7;0
195,9;19,3792248;0,0063308;3,23;3,23;3,23;6,46;290,7;0
196;19,3792894;0,0057817;3,23;3,23;3,23;6,46;290,7;0
196,1;19,379354;0,0052972;3,23;3,23;3,23;6,46;290,7;0
196,2;19,3794186;0,0048127;3,23;3,23;3,23;6,46;290,7;0
196,3;19,3794509;0,0043928;3,23;3,23;3,23;6,46;290,7;0
196,4;19,3795155;0,0040375;3,23;3,23;3,23;6,46;290,7;0
196,5;19,3725387;16,5330457;6,46;3,23;3,23;6,46;290,1917272;0
196,6;19,3037397;84,0167574;6,46;3,23;3,23;6,46;252,0812156;0
196,7;19,2678867;118,0743619;6,46;3,23;3,23;6,46;198,874976;0
196,8;19,2677575;118,1350859;6,46;3,23;3,23;6,46;142,6453918;0
196,9;19,2676283;118,1347306;6,46;3,23;3,23;6,46;86,6768239;0
197;19,2934037;103,5092906;6,46;3,23;3,23;6,46;31,0368439;0
197,1;19,3519313;40,6761652;6,46;3,23;3,23;6,46;20,7127303;0
197,2;19,3740245;12,1720612;6,46;3,23;3,23;6,46;13,2247505;0
197,3;19,3748966;9,8609639;6,46;3,23;3,23;6,46;7,9358516;0
197,4;19,3754457;8,7977448;6,46;3,23;3,23;6,46;3,6908564;0
197,5;19,3789018;5,622138;6,46;3,23;3,23;6,46;1,3307277;0
197,6;19,3792248;0,0304589;6,46;3,23;3,23;6,46;0,8864089;0
197,7;19,379354;0,0030362;6,46;3,23;3,23;6,46;0,4420578;0
197,8;19,3793863;0,0027778;6,46;3,23;3,23;6,46;0;0
197,9;19,3794509;0,0025194;6,46;3,23;3,23;6,46;0;0
198;19,3794832;0,0022933;6,46;3,23;3,23;6,46;0;0
198,1;19,3795478;0,0020995;6,46;3,23;3,23;6,46;0;0
198,2;19,3795801;0,0019057;6,46;3,23;3,23;6,46;0;0
198,3;19,3796124;0,0017442;6,46;3,23;3,23;6,46;0;0
198,4;19,3796447;0,001615;6,46;3,23;3,23;6,46;0;0
198,5;19,379677;0,0014535;6,46;3,23;3,23;6,46;0;0
198,6;19,3797093;0,0004199;6,46;6,46;6,46;6,46;0;0
198,7;19,3797416;0,0003876;6,46;6,46;6,46;6,46;0;0
198,8;19,3797739;0,0003553;6,46;6,46;6,46;6,46;0;0
198,9;19,3797739;0,000323;6,46;6,46;6,46;6,46;0;0
199;19,3798062;0,0002907;6,46;6,46;6,46;6,46;0;0
199,1;19,3798062;0,0002584;6,46;6,46;6,46;6,46;0;0
199,2;19,3798385;0,0002261;6,46;6,46;6,46;6,46;0;0
199,3;19,3798385;0,0002261;6,46;6,46;6,46;6,46;0;0
199,4;19,3798708;0,0001938;6,46;6,46;6,46;6,46;0;0
199,5;19,3798708;0,0001938;6,46;6,46;6,46;6,46;0;0
199,6;19,3798708;0,0001615;6,46;6,46;6,46;6,46;0;0
199,7;19,3799031;0,0001615;6,46;6,46;6,46;6,46;0;0
199,8;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
199,9;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
200;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
200,1;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
200,2;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
200,3;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
200,4;19,3799354;0,0000646;6,46;6,46;6,46;6,46;0;0
200,5;19,3799354;0,0000646;6,46;6,46;6,46;6,46;0;0
200,6;12,9443219;449,1662871;3,23;3,23;3,23;3,23;233,5757058;104,7663097
200,7;17,6286617;454,0843497;3,23;3,23;3,23;3,23;264,6971757;110,8352859
200,8;18,8083546;28,6252613;3,23;3,23;3,23;3,23;282,3906958;115,5127781
200,9;19,3703746;8,9461956;3,23;3,23;3,23;3,23;289,7662716;119,6187541
201;19,377739;0,416347;3,23;3,23;3,23;3,23;290,3347839;123,1446867
201,1;19,3779328;0,3282003;3,23;3,23;3,23;3,23;290,6985788;126,0798523
201,2;19,3781266;0,299744;3,23;3,23;3,23;3,23;290,7;127,9160104
201,3;19,378385;0,0134691;3,23;3,23;3,23;3,23;290,7;128,5597494
201,4;19,3785465;0,012274;3,23;3,23;3,23;3,23;290,7;129,2
201,5;19,3786757;0,0112081;3,23;3,23;3,23;3,23;290,7;129,2
201,6;19,3787726;0,0102391;3,23;3,23;3,23;3,23;290,7;129,2
201,7;19,3788695;0,0093347;3,23;3,23;3,23;3,23;290,7;129,2
201,8;19,3789664;0,0085272;3,23;3,23;3,23;3,23;290,7;129,2
201,9;19,3790633;0,0077843;3,23;3,23;3,23;3,23;290,7;129,2
202;19,3791602;0,007106;3,23;3,23;3,23;3,23;290,7;129,2
202,1;19,3792248;0,0064923;3,23;3,23;3,23;3,23;290,7;129,2
202,2;19,3792894;0,0059432;3,23;3,23;3,23;3,23;290,7;129,2
202,3;19,3574223;51,6795478;6,46;3,23;3,23;6,46;290,7;121,0146309
202,4;19,3098121;89,8272367;6,46;3,23;3,23;6,46;277,4963414;19,8262568
202,5;19,2777059;112,6565214;6,46;3,23;3,23;6,46;233,5589744;9,6395151
202,6;19,2635585;120,2645603;6,46;3,23;3,23;6,46;177,8219006;3,7522264
202,7;19,2675314;118,8684251;6,46;3,23;3,23;6,46;121,5649583;1,8761132
202,8;19,2674022;118,1341492;6,46;3,23;3,23;6,46;70,471494;0
202,9;19,3664663;26,1412621;6,46;3,23;3,23;6,46;25,20369;0
203;19,3720219;16,10478;6,46;3,23;3,23;6,46;17,3737824;0
203,1;19,3742829;11,1811618;6,46;3,23;3,23;6,46;11,1773504;0
203,2;19,3750258;9,3661925;6,46;3,23;3,23;6,46;6,2428471;0
203,3;19,3755103;8,4531038;6,46;3,23;3,23;6,46;2,1765678;0
203,4;19,3768346;5,4310835;6,46;3,23;3,23;6,46;0,0513247;0
203,5;19,3792248;0,0045866;6,46;3,23;3,23;6,46;0;0
203,6;19,3792894;0,0032946;6,46;3,23;3,23;6,46;0;0
203,7;19,379354;0,0030039;6,46;3,23;3,23;6,46;0;0
203,8;19,3794186;0,0027455;6,46;3,23;3,23;6,46;0;0
203,9;19,3794509;0,0024871;6,46;3,23;3,23;6,46;0;0
204;19,3795155;0,0022933;6,46;3,23;3,23;6,46;0;0
204,1;19,3795478;0,0020672;6,46;3,23;3,23;6,46;0;0
204,2;19,3795801;0,0019057;6,46;3,23;3,23;6,46;0;0
204,3;19,3796124;0,0006783;6,46;6,46;3,23;6,46;0;0
204,4;19,3796447;0,0006137;6,46;6,46;3,23;6,46;0;0
204,5;19,379677;0,0005491;6,46;6,46;3,23;6,46;0;0
204,6;19,3797093;0,0004845;6,46;6,46;3,23;6,46;0;0
204,7;19,3797416;0,0004522;6,46;6,46;3,23;6,46;0;0
204,8;19,3797739;0,0004199;6,46;6,46;3,23;6,46;0;0
204,9;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
205;19,3798062;0,0003553;6,46;6,46;3,23;6,46;0;0
205,1;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
205,2;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
205,3;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
205,4;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
205,5;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
205,6;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
205,7;19,3799031;0,0001938;6,46;6,46;3,23;6,46;0;0
205,8;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
205,9;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
206;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
206,1;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
206,2;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
206,3;12,1307495;837,9616778;3,23;3,23;6,46;6,46;138,1274939;0
206,4;16,3572045;504,3301005;3,23;3,23;6,46;6,46;230,6970652;0
206,5;18,7865198;226,980498;3,23;3,23;6,46;6,46;279,6596016;0
206,6;19,3666924;19,2875251;3,23;3,23;6,46;6,46;287,7685489;0
206,7;19,3754134;6,1782794;3,23;3,23;6,46;6,46;289,3058674;0
206,8;19,3781589;0,0144381;3,23;3,23;6,46;6,46;290,7;0
206,9;19,3783204;0,0131784;3,23;3,23;6,46;6,46;290,7;0
207;19,3784819;0,0120479;3,23;3,23;6,46;6,46;290,7;0
207,1;19,3786111;0,010982;3,23;3,23;6,46;6,46;290,7;0
207,2;19,3787403;0,0100453;3,23;3,23;6,46;6,46;290,7;0
207,3;19,3788372;0,0091732;3,23;3,23;6,46;6,46;290,7;0
207,4;19,3789341;0,0083657;3,23;3,23;6,46;6,46;290,7;0
207,5;19,379031;0,0076228;3,23;3,23;6,46;6,46;290,7;0
207,6;19,3791279;0,0069768;3,23;3,23;6,46;6,46;290,7;0
207,7;19,3791925;0,0063631;3,23;3,23;6,46;6,46;290,7;0
207,8;19,3792571;0,005814;3,23;3,23;6,46;6,46;290,7;0
207,9;19,3793217;0,0052972;3,23;3,23;6,46;6,46;290,7;0
208;19,3793863;0,004845;3,23;3,23;6,46;6,46;290,7;0
208,1;19,3788695;1,1152221;6,46;3,23;3,23;3,23;290,7;104,6008368
208,2;19,3336172;75,3514749;6,46;3,23;3,23;3,23;273,935331;111,6997954
208,3;19,2673376;115,7961137;6,46;3,23;3,23;3,23;220,0965928;116,8436996
208,4;19,26695;118,4984932;6,46;3,23;3,23;3,23;164,8755438;120,5020622
208,5;19,2668854;118,4656764;6,46;3,23;3,23;3,23;108,6156945;123,8248924
208,6;19,2668531;118,4324397;6,46;3,23;3,23;3,23;55,3091311;126,8126747
208,7;19,3627195;37,9112206;6,46;3,23;3,23;3,23;23,9579436;128,0411406
208,8;19,3733462;13,0609895;6,46;3,23;3,23;3,23;15,2601673;129,1959302
208,9;19,374509;10,7915269;6,46;3,23;3,23;3,23;10,0430713;129,2
209;19,3751873;9,1982971;6,46;3,23;3,23;3,23;5,3526591;129,2
209,1;19,3756395;8,1961573;6,46;3,23;3,23;3,23;1,1817601;129,2
209,2;19,3791602;2,7718245;6,46;3,23;3,23;3,23;0,5346942;129,2
209,3;19,3792571;0,0035853;6,46;3,23;3,23;3,23;0;129,2
209,4;19,3793217;0,0032946;6,46;3,23;3,23;3,23;0;129,2
209,5;19,3793863;0,0030039;6,46;3,23;3,23;3,23;0;129,2
209,6;19,3794186;0,0027455;6,46;3,23;3,23;3,23;0;129,2
209,7;19,3794832;0,0024871;6,46;3,23;3,23;3,23;0;129,2
209,8;19,3795155;0,0022933;6,46;3,23;3,23;3,23;0;129,2
209,9;19,3795801;0,0020672;6,46;3,23;3,23;3,23;0;129,2
210;19,3796124;0,0019057;6,46;3,23;3,23;3,23;0;129,2
210,1;19,3796447;0,0017442;6,46;3,23;3,23;3,23;0;129,2
210,2;19,379677;0,0015827;6,46;3,23;3,23;3,23;0;129,2
210,3;19,3797093;0,0014535;6,46;3,23;3,23;3,23;0;129,2
210,4;19,3760917;39,8297437;6,46;6,46;3,23;6,46;0;62,7544426
210,5;19,3778359;3,303644;6,46;6,46;3,23;6,46;0;12,7963233
210,6;19,378708;2,4723712;6,46;6,46;3,23;6,46;0;3,7173747
210,7;19,3791279;1,718037;6,46;6,46;3,23;6,46;0;1,7840905
210,8;19,3797416;0,8604074;6,46;6,46;3,23;6,46;0;0
210,9;19,3797739;0,0028101;6,46;6,46;3,23;6,46;0;0
211;19,3798062;0,0003553;6,46;6,46;3,23;6,46;0;0
211,1;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
211,2;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
211,3;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
211,4;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
211,5;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
211,6;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
211,7;19,3799031;0,0001938;6,46;6,46;3,23;6,46;0;0
211,8;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
211,9;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
212;19,3799031;0,0001292;6,46;6,46;3,23;6,46;0;0
212,1;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
212,2;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
212,3;12,5683822;202,3126327;3,23;3,23;3,23;6,46;115,8601646;0
212,4;17,3277549;488,3959614;3,23;3,23;3,23;6,46;272,0045016;0
212,5;18,7079662;176,0051548;3,23;3,23;3,23;6,46;281,3800288;0
212,6;19,3705038;13,1090842;3,23;3,23;3,23;6,46;286,8911517;0
212,7;19,3779974;0,1355954;3,23;3,23;3,23;6,46;288,7963672;0
212,8;19,3781589;0,0150195;3,23;3,23;3,23;6,46;290,7;0
212,9;19,3783204;0,0137275;3,23;3,23;3,23;6,46;290,7;0
213;19,3784819;0,0125324;3,23;3,23;3,23;6,46;290,7;0
213,1;19,3786111;0,0114342;3,23;3,23;3,23;6,46;290,7;0
213,2;19,3787403;0,0104329;3,23;3,23;3,23;6,46;290,7;0
213,3;19,3788372;0,0095285;3,23;3,23;3,23;6,46;290,7;0
213,4;19,3789341;0,0086887;3,23;3,23;3,23;6,46;290,7;0
213,5;19,379031;0,0079458;3,23;3,23;3,23;6,46;290,7;0
213,6;19,3791279;0,001615;6,46;3,23;6,46;6,46;290,7;0
213,7;19,3214078;81,0931875;6,46;3,23;6,46;6,46;258,2816851;0
213,8;19,2680805;117,7786877;6,46;3,23;6,46;6,46;207,2766582;0
213,9;19,2674345;118,1354412;6,46;3,23;6,46;6,46;151,0678429;0
214;19,2673376;118,1346337;6,46;3,23;6,46;6,46;94,8078967;0
214,1;19,2672407;118,1339554;6,46;3,23;6,46;6,46;38,5479505;0
214,2;19,3700193;20,4603704;6,46;3,23;6,46;6,46;23,708846;0
214,3;19,3736046;12,2352077;6,46;3,23;6,46;6,46;14,0951709;0
214,4;19,3746059;10,313067;6,46;3,23;6,46;6,46;8,637666;0
214,5;19,3751873;8,9252975;6,46;3,23;6,46;6,46;4,3248085;0
214,6;19,3756395;8,0194117;6,46;3,23;6,46;6,46;1,665065;0
214,7;19,3790956;2,7219856;6,46;3,23;6,46;6,46;0,8302715;0
214,8;19,3791925;0,0034884;6,46;3,23;6,46;6,46;0;0
214,9;19,3792571;0,0031977;6,46;3,23;6,46;6,46;0;0
215;19,3793217;0,002907;6,46;3,23;6,46;6,46;0;0
215,1;19,3793863;0,0026486;6,46;3,23;6,46;6,46;0;0
215,2;19,3794509;0,0024225;6,46;3,23;6,46;6,46;0;0
215,3;19,3794832;0,0022287;6,46;3,23;6,46;6,46;0;0
215,4;19,3795155;0,0020349;6,46;3,23;6,46;6,46;0;0
215,5;19,3795801;0,0018411;6,46;3,23;6,46;6,46;0;0
215,6;19,379354;0,3876323;6,46;6,46;3,23;3,23;0;108,6987701
215,7;19,3793217;0,527782;6,46;6,46;3,23;3,23;0;114,9075084
215,8;19,3793863;0,4113082;6,46;6,46;3,23;3,23;0;118,8921333
215,9;19,3794509;0,3550416;6,46;6,46;3,23;3,23;0;122,4626722
216;19,3795155;0,3170245;6,46;6,46;3,23;3,23;0;125,6226781
216,1;19,3795478;0,2889881;6,46;6,46;3,23;3,23;0;128,3623318
216,2;19,3797093;0,0005491;6,46;6,46;3,23;3,23;0;129,2
216,3;19,3797416;0,0005168;6,46;6,46;3,23;3,23;0;129,2
216,4;19,3797416;0,0004522;6,46;6,46;3,23;3,23;0;129,2
216,5;19,3797739;0,0004199;6,46;6,46;3,23;3,23;0;129,2
216,6;19,3798062;0,0003876;6,46;6,46;3,23;3,23;0;129,2
216,7;19,3798062;0,0003553;6,46;6,46;3,23;3,23;0;129,2
216,8;19,3798385;0,000323;6,46;6,46;3,23;3,23;0;129,2
216,9;19,3798385;0,0002907;6,46;6,46;3,23;3,23;0;129,2
217;19,3798708;0,0002584;6,46;6,46;3,23;3,23;0;129,2
217,1;19,3798708;0,0002584;6,46;6,46;3,23;3,23;0;129,2
217,2;19,3798708;0,0002261;6,46;6,46;3,23;3,23;0;129,2
217,3;19,3799031;0,0001938;6,46;6,46;3,23;3,23;0;129,2
217,4;19,3799031;0,0001938;6,46;6,46;3,23;3,23;0;129,2
217,5;19,3799031;0,0001615;6,46;6,46;3,23;3,23;0;129,2
217,6;10,7871341;883,417597;3,23;3,23;3,23;6,46;60,0409842;119,498049
217,7;15,288236;608,74841;3,23;3,23;3,23;6,46;235,3029806;27,1713737
217,8;18,1730782;317,3639407;3,23;3,23;3,23;6,46;266,7800089;13,5383189
217,9;19,3683397;21,5222975;3,23;3,23;3,23;6,46;284,2401938;5,2870901
218;19,3728617;7,2438241;3,23;3,23;3,23;6,46;287,4826939;2,6332252
218,1;19,378062;0,0158593;3,23;3,23;3,23;6,46;290,7;0
218,2;19,3782235;0,0144704;3,23;3,23;3,23;6,46;290,7;0
218,3;19,378385;0,0132107;3,23;3,23;3,23;6,46;290,7;0
218,4;19,3785142;0,0120479;3,23;3,23;3,23;6,46;290,7;0
