;Druckmessgerät;Durchflussmesser;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;Zylinder, doppeltwirkend;Zylinder, doppeltwirkend
;PSensorIdeal;QSensorIdeal;V1;V2;V4;V3;ADN_VI_1;ADN_VI2
129,1;19,3789664;0,0086564;3,23;3,23;3,23;3,23;290,7;129,2
129,2;19,3790633;0,0079135;3,23;3,23;3,23;3,23;290,7;129,2
129,3;19,3791279;0,0072029;3,23;3,23;3,23;3,23;290,7;129,2
129,4;19,3792248;0,0065892;3,23;3,23;3,23;3,23;290,7;129,2
129,5;19,3792894;0,0060078;3,23;3,23;3,23;3,23;290,7;129,2
129,6;19,379354;0,005491;3,23;3,23;3,23;3,23;290,7;129,2
129,7;19,3793863;0,0050065;3,23;3,23;3,23;3,23;290,7;129,2
129,8;19,3794509;0,0045866;3,23;3,23;3,23;3,23;290,7;129,2
129,9;19,3795155;0,004199;3,23;3,23;3,23;3,23;290,7;129,2
130;19,3312593;73,7461972;6,46;3,23;3,23;6,46;290,6944767;29,5554044
130,1;19,2832292;109,7349864;6,46;3,23;3,23;6,46;255,7870269;15,0406888
130,2;19,2696955;117,0591406;6,46;3,23;3,23;6,46;203,7288908;6,6551566
130,3;19,2676606;119,593011;6,46;3,23;3,23;6,46;147,4964319;3,312365
130,4;19,2675637;118,1360226;6,46;3,23;3,23;6,46;91,2366149;0
130,5;19,2674668;118,1339231;6,46;3,23;3,23;6,46;34,9766687;0
130,6;19,3706653;49,0621173;6,46;3,23;3,23;6,46;22,3145196;0
130,7;19,373863;12,4551384;6,46;3,23;3,23;6,46;13,7259173;0
130,8;19,3747997;9,979731;6,46;3,23;3,23;6,46;8,3319788;0
130,9;19,3753811;8,8845995;6,46;3,23;3,23;6,46;4,0575583;0
131;19,375801;5,6314081;6,46;3,23;3,23;6,46;1,4853155;0
131,1;19,3783204;0,0095931;6,46;3,23;3,23;6,46;0,739347;0
131,2;19,3793217;0,0031654;6,46;3,23;3,23;6,46;0;0
131,3;19,379354;0,002907;6,46;3,23;3,23;6,46;0;0
131,4;19,3794186;0,0026486;6,46;3,23;3,23;6,46;0;0
131,5;19,3794832;0,0024225;6,46;3,23;3,23;6,46;0;0
131,6;19,3795155;0,0021964;6,46;3,23;3,23;6,46;0;0
131,7;19,3795478;0,0020026;6,46;3,23;3,23;6,46;0;0
131,8;19,3796124;0,0018411;6,46;3,23;3,23;6,46;0;0
131,9;19,3796447;0,0016796;6,46;3,23;3,23;6,46;0;0
132;19,379677;0,0005814;6,46;6,46;3,23;6,46;0;0
132,1;19,3797093;0,0005168;6,46;6,46;3,23;6,46;0;0
132,2;19,3797093;0,0004845;6,46;6,46;3,23;6,46;0;0
132,3;19,3797416;0,0004199;6,46;6,46;3,23;6,46;0;0
132,4;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
132,5;19,3797739;0,0003553;6,46;6,46;3,23;6,46;0;0
132,6;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
132,7;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
132,8;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
132,9;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
133;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
133,1;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
133,2;19,3799031;0,0001938;6,46;6,46;3,23;6,46;0;0
133,3;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
133,4;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
133,5;19,3799031;0,0001292;6,46;6,46;3,23;6,46;0;0
133,6;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
133,7;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
133,8;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
133,9;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
134;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
134,1;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
134,2;11,2628808;869,7615769;3,23;3,23;6,46;6,46;29,6303404;0
134,3;15,0323554;630,3150554;3,23;3,23;6,46;6,46;263,6161593;0
134,4;18,0090911;337,0412945;3,23;3,23;6,46;6,46;276,2157433;0
134,5;19,3601355;21,7603162;3,23;3,23;6,46;6,46;283,6297561;0
134,6;19,3776098;6,6251822;3,23;3,23;6,46;6,46;287,1818194;0
134,7;19,3780297;0,0147934;3,23;3,23;6,46;6,46;290,7;0
134,8;19,3782881;0,0135014;3,23;3,23;6,46;6,46;290,7;0
134,9;19,3784496;0,0123386;3,23;3,23;6,46;6,46;290,7;0
135;19,3785788;0,0112727;3,23;3,23;6,46;6,46;290,7;0
135,1;19,378708;0,0102714;3,23;3,23;6,46;6,46;290,7;0
135,2;19,3788049;0,0093993;3,23;3,23;6,46;6,46;290,7;0
135,3;19,3789018;0,0085595;3,23;3,23;6,46;6,46;290,7;0
135,4;19,3789987;0,0078166;3,23;3,23;6,46;6,46;290,7;0
135,5;19,3790956;0,0071383;3,23;3,23;6,46;6,46;290,7;0
135,6;19,3791602;0,0065246;3,23;3,23;6,46;6,46;290,7;0
135,7;19,3792571;0,0059432;3,23;3,23;6,46;6,46;290,7;0
135,8;19,3793217;0,0054264;3,23;3,23;6,46;6,46;290,7;0
135,9;19,3793863;0,0049742;3,23;3,23;6,46;6,46;290,7;0
136;19,3794186;0,004522;3,23;3,23;6,46;6,46;290,7;0
136,1;19,3794832;0,0041344;3,23;3,23;6,46;6,46;290,7;0
136,2;19,3795155;0,0037791;3,23;3,23;6,46;6,46;290,7;0
136,3;19,3795478;0,0034561;3,23;3,23;6,46;6,46;290,7;0
136,4;17,8477203;427,7468005;3,23;3,23;3,23;3,23;290,7;3,7001911
136,5;19,0164312;177,7545874;6,46;3,23;3,23;3,23;283,8086981;109,1355307
136,6;19,2919179;104,2570356;6,46;3,23;3,23;3,23;241,3633004;114,953439
136,7;19,2672407;118,4504954;6,46;3,23;3,23;3,23;186,297356;119,2682022
136,8;19,2670469;118,4817295;6,46;3,23;3,23;3,23;130,0446773;122,6038878
136,9;19,2669823;118,4441;6,46;3,23;3,23;3,23;76,8066222;125,6759731
137;19,3644637;32,2447347;6,46;3,23;3,23;3,23;26,9224699;128,4830692
137,1;19,3711175;18,4691723;6,46;3,23;3,23;3,23;18,5537014;128,8730271
137,2;19,3742506;11,5517074;6,46;3,23;3,23;3,23;11,9826217;129,2
137,3;19,3750258;9,5524343;6,46;3,23;3,23;3,23;6,9103912;129,2
137,4;19,3755426;8,5863736;6,46;3,23;3,23;3,23;2,7787044;129,2
137,5;19,3791925;5,4854121;6,46;3,23;3,23;3,23;0,5437705;129,2
137,6;19,3792894;0,0083334;6,46;3,23;3,23;3,23;0,3619538;129,2
137,7;19,379354;0,0031331;6,46;3,23;3,23;3,23;0,1801371;129,2
137,8;19,3793863;0,0028424;6,46;3,23;3,23;3,23;0;129,2
137,9;19,3794509;0,0026163;6,46;3,23;3,23;3,23;0;129,2
138;19,3795155;0,0023902;6,46;3,23;3,23;3,23;0;129,2
138,1;19,3795478;0,0021641;6,46;3,23;3,23;3,23;0;129,2
138,2;19,3795801;0,0020026;6,46;3,23;3,23;3,23;0;129,2
138,3;19,3796124;0,0018088;6,46;3,23;3,23;3,23;0;129,2
138,4;19,3616213;39,6296775;6,46;6,46;3,23;6,46;0;66,9515046
138,5;19,3781589;3,442534;6,46;6,46;3,23;6,46;0;13,6811818
138,6;19,3786434;2,5330952;6,46;6,46;3,23;6,46;0;4,3085939
138,7;19,379677;1,4648696;6,46;6,46;3,23;6,46;0;2,0617413
138,8;19,3797093;0,0202844;6,46;6,46;3,23;6,46;0;0,0076228
138,9;19,3797416;0,0004522;6,46;6,46;3,23;6,46;0;0
139;19,3797416;0,0004199;6,46;6,46;3,23;6,46;0;0
139,1;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
139,2;19,3798062;0,0003553;6,46;6,46;3,23;6,46;0;0
139,3;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
139,4;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
139,5;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
139,6;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
139,7;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
139,8;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
139,9;19,3799031;0,0001938;6,46;6,46;3,23;6,46;0;0
140;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
140,1;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
140,2;19,3799031;0,0001292;6,46;6,46;3,23;6,46;0;0
140,3;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
140,4;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
140,5;17,5043067;407,8997102;3,23;3,23;3,23;6,46;261,8675665;0
140,6;17,5496236;383,9492279;3,23;3,23;3,23;6,46;274,7710612;0
140,7;19,3618474;21,8318284;3,23;3,23;3,23;6,46;282,7486767;0
140,8;19,3750258;6,8759594;3,23;3,23;3,23;6,46;286,7441867;0
140,9;19,3773514;0,0159885;3,23;3,23;3,23;6,46;290,7;0
141;19,3782235;0,0145996;3,23;3,23;3,23;6,46;290,7;0
141,1;19,378385;0,0133076;3,23;3,23;3,23;6,46;290,7;0
141,2;19,3785142;0,0121771;3,23;3,23;3,23;6,46;290,7;0
141,3;19,3786434;0,0111112;3,23;3,23;3,23;6,46;290,7;0
141,4;19,3787726;0,0101422;3,23;3,23;3,23;6,46;290,7;0
141,5;19,3788695;0,0092701;3,23;3,23;3,23;6,46;290,7;0
141,6;19,3789664;0,0084626;3,23;3,23;3,23;6,46;290,7;0
141,7;19,3790633;0,0077197;3,23;3,23;3,23;6,46;290,7;0
141,8;19,3791279;0,0070414;3,23;3,23;3,23;6,46;290,7;0
141,9;19,3792248;0,0064277;3,23;3,23;3,23;6,46;290,7;0
142;19,3792894;0,0058786;3,23;3,23;3,23;6,46;290,7;0
142,1;19,379354;0,0053618;3,23;3,23;3,23;6,46;290,7;0
142,2;19,3794186;0,0049096;3,23;3,23;3,23;6,46;290,7;0
142,3;19,3794509;0,0010013;6,46;3,23;6,46;6,46;290,7;0
142,4;19,3301934;68,5482228;6,46;3,23;6,46;6,46;269,8204079;0
142,5;19,267919;118,0984577;6,46;3,23;6,46;6,46;215,127044;0
142,6;19,2677252;118,136281;6,46;3,23;6,46;6,46;159,5574457;0
142,7;19,267596;118,135312;6,46;3,23;6,46;6,46;103,2974672;0
142,8;19,2674668;118,1344399;6,46;3,23;6,46;6,46;52,437435;0
142,9;19,3682428;25,0915444;6,46;3,23;6,46;6,46;22,8441104;0
143;19,3735723;12,6552046;6,46;3,23;6,46;6,46;14,6848074;0
143,1;19,3746382;10,5927204;6,46;3,23;6,46;6,46;9,5679706;0
143,2;19,3752842;9,0875081;6,46;3,23;6,46;6,46;4,9461959;0
143,3;19,3757041;8,1230624;6,46;3,23;6,46;6,46;0,8173192;0
143,4;19,3792248;2,7424961;6,46;3,23;6,46;6,46;0,372096;0
143,5;19,3792894;0,0030362;6,46;3,23;6,46;6,46;0;0
143,6;19,379354;0,0027778;6,46;3,23;6,46;6,46;0;0
143,7;19,3794186;0,0025194;6,46;3,23;6,46;6,46;0;0
143,8;19,3794509;0,0022933;6,46;3,23;6,46;6,46;0;0
143,9;19,3795155;0,0020995;6,46;3,23;6,46;6,46;0;0
144;19,3795478;0,001938;6,46;3,23;6,46;6,46;0;0
144,1;19,3795801;0,0017442;6,46;3,23;6,46;6,46;0;0
144,2;19,3796124;0,001615;6,46;3,23;6,46;6,46;0;0
144,3;19,3796447;0,0014535;6,46;3,23;6,46;6,46;0;0
144,4;19,3756718;9,2100543;6,46;6,46;3,23;3,23;0;103,1345783
144,5;19,379031;1,3663223;6,46;6,46;3,23;3,23;0;111,2379054
144,6;19,3794509;0,4872778;6,46;6,46;3,23;3,23;0;115,9293512
144,7;19,3795155;0,3922512;6,46;6,46;3,23;3,23;0;120,0056112
144,8;19,3795478;0,3425415;6,46;6,46;3,23;3,23;0;123,4775382
144,9;19,3795801;0,3079805;6,46;6,46;3,23;3,23;0;126,3816958
145;19,3796124;0,2822697;6,46;6,46;3,23;3,23;0;128,1489903
145,1;19,3797416;0,0759696;6,46;6,46;3,23;3,23;0;128,674802
145,2;19,3797739;0,00323;6,46;6,46;3,23;3,23;0;129,2
145,3;19,3798062;0,0003553;6,46;6,46;3,23;3,23;0;129,2
145,4;19,3798385;0,000323;6,46;6,46;3,23;3,23;0;129,2
145,5;19,3798385;0,0002907;6,46;6,46;3,23;3,23;0;129,2
145,6;19,3798385;0,0002907;6,46;6,46;3,23;3,23;0;129,2
145,7;19,3798708;0,0002584;6,46;6,46;3,23;3,23;0;129,2
145,8;19,3798708;0,0002261;6,46;6,46;3,23;3,23;0;129,2
145,9;19,3799031;0,0002261;6,46;6,46;3,23;3,23;0;129,2
146;19,3799031;0,0001938;6,46;6,46;3,23;3,23;0;129,2
146,1;19,3799031;0,0001615;6,46;6,46;3,23;3,23;0;129,2
146,2;19,3799031;0,0001615;6,46;6,46;3,23;3,23;0;129,2
146,3;19,3799354;0,0001615;6,46;6,46;3,23;3,23;0;129,2
146,4;13,1448726;132,7054867;3,23;3,23;3,23;6,46;163,070103;29,5239765
146,5;17,077656;178,6977151;3,23;3,23;3,23;6,46;273,5972469;16,6010049
146,6;19,1741198;135,7790578;3,23;3,23;3,23;6,46;282,3463156;8,2611772
146,7;19,3699547;17,4767225;3,23;3,23;3,23;6,46;287,5268803;4,1173133
146,8;19,3755426;5,7587993;3,23;3,23;3,23;6,46;289,1185274;0
146,9;19,3781589;0,0150195;3,23;3,23;3,23;6,46;290,7;0
147;19,3783204;0,0136952;3,23;3,23;3,23;6,46;290,7;0
147,1;19,3784819;0,0125324;3,23;3,23;3,23;6,46;290,7;0
147,2;19,3786111;0,0114342;3,23;3,23;3,23;6,46;290,7;0
147,3;19,3787403;0,0104329;3,23;3,23;3,23;6,46;290,7;0
147,4;19,3788372;0,0095285;3,23;3,23;3,23;6,46;290,7;0
147,5;19,3789341;0,0086887;3,23;3,23;3,23;6,46;290,7;0
147,6;19,379031;0,0079458;3,23;3,23;3,23;6,46;290,7;0
147,7;19,3791279;0,0072352;3,23;3,23;3,23;6,46;290,7;0
147,8;19,3791925;0,0066215;3,23;3,23;3,23;6,46;290,7;0
147,9;19,3792571;0,0060401;3,23;3,23;3,23;6,46;290,7;0
148;19,3793217;0,0055233;3,23;3,23;3,23;6,46;290,7;0
148,1;19,3793863;0,0050388;3,23;3,23;3,23;6,46;290,7;0
148,2;19,3794509;0,0046189;3,23;3,23;3,23;6,46;290,7;0
148,3;19,3794832;0,004199;3,23;3,23;3,23;6,46;290,7;0
148,4;19,3795478;0,0010013;6,46;3,23;3,23;6,46;290,7;0
148,5;19,3261559;76,0039995;6,46;3,23;3,23;6,46;258,5265191;0
148,6;19,2681451;117,9630561;6,46;3,23;3,23;6,46;210,3795577;0
148,7;19,2677575;118,1358934;6,46;3,23;3,23;6,46;154,1294953;0
148,8;19,2676283;118,1348921;6,46;3,23;3,23;6,46;97,8695491;0
148,9;19,2674991;118,1340846;6,46;3,23;3,23;6,46;53,1009739;0
149;19,3696963;21,8023708;6,46;3,23;3,23;6,46;20,9868604;0
149,1;19,3737338;12,3770047;6,46;3,23;3,23;6,46;14,5373579;0
149,2;19,3747674;10,4141337;6,46;3,23;3,23;6,46;9,0540453;0
149,3;19,3753488;8,9847941;6,46;3,23;3,23;6,46;4,4312047;0
149,4;19,3757687;8,0568474;6,46;3,23;3,23;6,46;0,4678009;0
149,5;19,3792571;2,7256032;6,46;3,23;3,23;6,46;0;0
149,6;19,3793217;0,0031008;6,46;3,23;3,23;6,46;0;0
149,7;19,3793863;0,0028424;6,46;3,23;3,23;6,46;0;0
149,8;19,3794509;0,002584;6,46;3,23;3,23;6,46;0;0
149,9;19,3794832;0,0023579;6,46;3,23;3,23;6,46;0;0
150;19,3795155;0,0021641;6,46;3,23;3,23;6,46;0;0
150,1;19,3795801;0,0019703;6,46;3,23;3,23;6,46;0;0
150,2;19,3796124;0,0018088;6,46;3,23;3,23;6,46;0;0
150,3;19,3796447;0,0016473;6,46;3,23;3,23;6,46;0;0
150,4;19,379677;0,0014858;6,46;3,23;3,23;6,46;0;0
150,5;19,3797093;0,0013566;6,46;3,23;3,23;6,46;0;0
150,6;19,3797416;0,0004199;6,46;6,46;6,46;6,46;0;0
150,7;19,3797416;0,0003553;6,46;6,46;6,46;6,46;0;0
150,8;19,3797739;0,000323;6,46;6,46;6,46;6,46;0;0
150,9;19,3798062;0,0002907;6,46;6,46;6,46;6,46;0;0
151;19,3798062;0,0002584;6,46;6,46;6,46;6,46;0;0
151,1;19,3798385;0,0002261;6,46;6,46;6,46;6,46;0;0
151,2;19,3798385;0,0002261;6,46;6,46;6,46;6,46;0;0
151,3;19,3798708;0,0001938;6,46;6,46;6,46;6,46;0;0
151,4;19,3798708;0,0001938;6,46;6,46;6,46;6,46;0;0
151,5;19,3798708;0,0001615;6,46;6,46;6,46;6,46;0;0
151,6;19,3799031;0,0001615;6,46;6,46;6,46;6,46;0;0
151,7;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
151,8;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
151,9;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
152;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
152,1;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
152,2;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
152,3;12,8866664;433,9094144;3,23;3,23;3,23;3,23;168,5309025;104,8995149
152,4;16,9804653;445,2139299;3,23;3,23;3,23;3,23;273,2354869;110,6852847
152,5;19,1810966;28,0060703;3,23;3,23;3,23;3,23;282,5603354;115,6955638
152,6;19,3687919;8,3812363;3,23;3,23;3,23;3,23;287,6945496;119,8740856
152,7;19,377739;0,3928649;3,23;3,23;3,23;3,23;289,1987283;123,159577
152,8;19,3779328;0,3271667;3,23;3,23;3,23;3,23;290,7;126,1915457
152,9;19,3781266;0,2989365;3,23;3,23;3,23;3,23;290,7;128,9686028
153;19,378385;0,0134691;3,23;3,23;3,23;3,23;290,7;129,1458652
153,1;19,3785465;0,0123063;3,23;3,23;3,23;3,23;290,7;129,1995478
153,2;19,3786757;0,0112081;3,23;3,23;3,23;3,23;290,7;129,2
153,3;19,3787726;0,0102391;3,23;3,23;3,23;3,23;290,7;129,2
153,4;19,3788695;0,009367;3,23;3,23;3,23;3,23;290,7;129,2
153,5;19,3789664;0,0085272;3,23;3,23;3,23;3,23;290,7;129,2
153,6;19,3790633;0,0077843;3,23;3,23;3,23;3,23;290,7;129,2
153,7;19,3791602;0,0071383;3,23;3,23;3,23;3,23;290,7;129,2
153,8;19,3792248;0,0064923;3,23;3,23;3,23;3,23;290,7;129,2
153,9;19,3792894;0,0059432;3,23;3,23;3,23;3,23;290,7;129,2
154;19,379354;0,0054264;3,23;3,23;3,23;3,23;290,7;129,2
154,1;19,3794186;0,0049419;3,23;3,23;3,23;3,23;290,7;129,2
154,2;19,3318407;73,9913542;6,46;3,23;3,23;6,46;290,6828487;84,0914673
154,3;19,2863946;110,0633805;6,46;3,23;3,23;6,46;258,782755;13,5445851
154,4;19,2645598;117,1817514;6,46;3,23;3,23;6,46;203,180889;4,9800786
154,5;19,267596;119,5948198;6,46;3,23;3,23;6,46;147,1140645;0,5115351
154,6;19,2674991;118,1405769;6,46;3,23;3,23;6,46;90,8541829;0,0020995
154,7;19,2674022;118,1338585;6,46;3,23;3,23;6,46;46,5197843;0
154,8;19,3370733;49,2605362;6,46;3,23;3,23;6,46;20,6602751;0
154,9;19,3738307;12,430009;6,46;3,23;3,23;6,46;13,4138024;0
155;19,3747674;9,9727865;6,46;3,23;3,23;6,46;8,4888276;0
155,1;19,3753488;8,8779457;6,46;3,23;3,23;6,46;4,7880874;0
155,2;19,3764147;5,6442312;6,46;3,23;3,23;6,46;2,3871961;0
155,3;19,3786757;0,027778;6,46;3,23;3,23;6,46;0;0
155,4;19,3792894;0,0032946;6,46;3,23;3,23;6,46;0;0
155,5;19,379354;0,0030039;6,46;3,23;3,23;6,46;0;0
155,6;19,3793863;0,0027455;6,46;3,23;3,23;6,46;0;0
155,7;19,3794509;0,0025194;6,46;3,23;3,23;6,46;0;0
155,8;19,3795155;0,0022933;6,46;3,23;3,23;6,46;0;0
155,9;19,3795478;0,0020995;6,46;3,23;3,23;6,46;0;0
156;19,3795801;0,0007106;6,46;6,46;3,23;6,46;0;0
156,1;19,3796124;0,000646;6,46;6,46;3,23;6,46;0;0
156,2;19,3796447;0,0005814;6,46;6,46;3,23;6,46;0;0
156,3;19,379677;0,0005491;6,46;6,46;3,23;6,46;0;0
156,4;19,3797093;0,0004845;6,46;6,46;3,23;6,46;0;0
156,5;19,3797416;0,0004522;6,46;6,46;3,23;6,46;0;0
156,6;19,3797739;0,0004199;6,46;6,46;3,23;6,46;0;0
156,7;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
156,8;19,3798062;0,0003553;6,46;6,46;3,23;6,46;0;0
156,9;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
157;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
157,1;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
157,2;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
157,3;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
157,4;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
157,5;19,3799031;0,0001938;6,46;6,46;3,23;6,46;0;0
157,6;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
157,7;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
157,8;19,3799031;0,0001292;6,46;6,46;3,23;6,46;0;0
157,9;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
158;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
158,1;13,5382866;117,226067;3,23;3,23;6,46;6,46;240,0918755;0
158,2;18,0511457;141,1365942;3,23;3,23;6,46;6,46;267,8347977;0
158,3;18,9471477;102,5303422;3,23;3,23;6,46;6,46;282,8656027;0
158,4;19,3708268;16,694901;3,23;3,23;6,46;6,46;290,1383353;0
158,5;19,378062;5,6248512;3,23;3,23;6,46;6,46;290,478422;0
158,6;19,3782235;0,0139536;3,23;3,23;6,46;6,46;290,7;0
158,7;19,378385;0,0127585;3,23;3,23;6,46;6,46;290,7;0
158,8;19,3785142;0,0116603;3,23;3,23;6,46;6,46;290,7;0
158,9;19,3786434;0,0106267;3,23;3,23;6,46;6,46;290,7;0
159;19,3787726;0,00969;3,23;3,23;6,46;6,46;290,7;0
159,1;19,3788695;0,0088502;3,23;3,23;6,46;6,46;290,7;0
159,2;19,3789664;0,008075;3,23;3,23;6,46;6,46;290,7;0
159,3;19,3790633;0,0073967;3,23;3,23;6,46;6,46;290,7;0
159,4;19,3791602;0,0067507;3,23;3,23;6,46;6,46;290,7;0
159,5;19,3792248;0,0061693;3,23;3,23;6,46;6,46;290,7;0
159,6;19,3792894;0,0056202;3,23;3,23;6,46;6,46;290,7;0
159,7;19,379354;0,0051357;3,23;3,23;6,46;6,46;290,7;0
159,8;19,3794186;0,0046835;3,23;3,23;6,46;6,46;290,7;0
159,9;19,3794509;0,0042959;3,23;3,23;6,46;6,46;290,7;0
160;19,3795155;0,0039083;3,23;3,23;6,46;6,46;290,7;0
160,1;19,3795478;0,003553;3,23;3,23;6,46;6,46;290,7;0
160,2;19,3479261;37,7864457;6,46;3,23;3,23;3,23;290,5314263;107,2577056
160,3;19,2854902;108,1729907;6,46;3,23;3,23;3,23;257,2140409;113,6129244
160,4;19,2726348;115,5064473;6,46;3,23;3,23;3,23;201,5189894;118,2296926
160,5;19,2670146;118,4945203;6,46;3,23;3,23;3,23;145,4158597;121,6990356
160,6;19,2669823;118,4531763;6,46;3,23;3,23;3,23;89,1559781;124,8743194
160,7;19,2669177;118,423105;6,46;3,23;3,23;3,23;45,8212645;127,7547365
160,8;19,3377516;49,007821;6,46;3,23;3,23;3,23;20,3868556;128,5082309
160,9;19,3739276;12,3329475;6,46;3,23;3,23;3,23;13,2498799;129,2
161;19,374832;9,9329929;6,46;3,23;3,23;3,23;8,345028;129,2
161,1;19,3754134;8,848585;6,46;3,23;3,23;3,23;4,6762325;129,2
161,2;19,3779651;5,639903;6,46;3,23;3,23;3,23;2,3312202;129,2
161,3;19,379031;0,0267121;6,46;3,23;3,23;3,23;0;129,2
161,4;19,3793217;0,0032623;6,46;3,23;3,23;3,23;0;129,2
161,5;19,3793863;0,0029716;6,46;3,23;3,23;3,23;0;129,2
161,6;19,3794186;0,0027132;6,46;3,23;3,23;3,23;0;129,2
161,7;19,3794832;0,0024871;6,46;3,23;3,23;3,23;0;129,2
161,8;19,3795155;0,002261;6,46;3,23;3,23;3,23;0;129,2
161,9;19,3795801;0,0020672;6,46;3,23;3,23;3,23;0;129,2
162;19,3796124;0,0019057;6,46;3,23;3,23;3,23;0;129,2
162,1;19,3796447;0,0017442;6,46;3,23;3,23;3,23;0;129,2
162,2;19,3536432;56,6943812;6,46;6,46;3,23;6,46;0;98,0705197
162,3;19,3776098;4,7595665;6,46;6,46;3,23;6,46;0;16,3468362
162,4;19,3785788;2,5880052;6,46;6,46;3,23;6,46;0;7,0299658
162,5;19,379677;0,8689669;6,46;6,46;3,23;6,46;0;2,3086102
162,6;19,3797093;0,0004845;6,46;6,46;3,23;6,46;0;1,5382875
162,7;19,3797416;0,0004522;6,46;6,46;3,23;6,46;0;0,7679648
162,8;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
162,9;19,3797739;0,0003553;6,46;6,46;3,23;6,46;0;0
163;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
163,1;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
163,2;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
163,3;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
163,4;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
163,5;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
163,6;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
163,7;19,3799031;0,0001938;6,46;6,46;3,23;6,46;0;0
163,8;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
163,9;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
164;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
164,1;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
164,2;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
164,3;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
164,4;12,7710324;802,8106214;3,23;3,23;3,23;6,46;11,7047771;0
164,5;15,2331645;638,4213864;3,23;3,23;3,23;6,46;262,7159583;0
164,6;17,788902;360,8967179;3,23;3,23;3,23;6,46;275,6799509;0
164,7;19,3580037;22,3275042;3,23;3,23;3,23;6,46;283,2786874;0
164,8;19,3770284;6,7543499;3,23;3,23;3,23;6,46;287,0018761;0
164,9;19,3778682;0,015827;3,23;3,23;3,23;6,46;290,7;0
165;19,3782558;0,0144381;3,23;3,23;3,23;6,46;290,7;0
165,1;19,378385;0,0131784;3,23;3,23;3,23;6,46;290,7;0
165,2;19,3785465;0,0120156;3,23;3,23;3,23;6,46;290,7;0
